##NAMES=Fayalite
##RRUFFID=R100104
##IDEAL CHEMISTRY=Fe^2+^_2_SiO_4_
##LOCALITY=Dannemora, Uppsala Province, Sweden
##OWNER=RRUFF
##SOURCE=American Museum of Natural History
##DESCRIPTION=Dark brown fragment, variety knebelite
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis.
##URL=rruff.info/R100104
20.120, 11.635
20.130, 10.812
20.140, 9.643
20.150, 8.353
20.160, 7.002
20.170, 5.584
20.180, 4.145
20.190, 2.811
20.200, 1.720
20.210, 0.941
20.220, 0.458
20.230, 0.198
20.240, 0.076
20.250, 0.026
20.260, 0.008
20.270, 0.002
20.280, 0.000
20.290, 0.000
20.300, 0.000
20.310, 0.000
20.320, 0.000
20.330, 0.000
20.340, 0.000
20.350, 0.000
20.360, 0.000
20.370, 0.000
20.380, 0.000
20.390, 0.000
20.400, 0.000
20.410, 0.000
20.420, 0.000
20.430, 0.000
20.440, 0.000
20.450, 0.000
20.460, 0.000
20.470, 0.000
20.480, 0.000
20.490, 0.000
20.500, 0.000
20.510, 0.000
20.520, 0.000
20.530, 0.000
20.540, 0.000
20.550, 0.000
20.560, 0.000
20.570, 0.000
20.580, 0.000
20.590, 0.000
20.600, 0.000
20.610, 0.000
20.620, 0.000
20.630, 0.000
20.640, 0.000
20.650, 0.000
20.660, 0.000
20.670, 0.000
20.680, 0.000
20.690, 0.000
20.700, 0.000
20.710, 0.000
20.720, 0.000
20.730, 0.000
20.740, 0.000
20.750, 0.000
20.760, 0.000
20.770, 0.000
20.780, 0.000
20.790, 0.000
20.800, 0.000
20.810, 0.000
20.820, 0.000
20.830, 0.000
20.840, 0.000
20.850, 0.000
20.860, 0.000
20.870, 0.000
20.880, 0.000
20.890, 0.000
20.900, 0.000
20.910, 0.000
20.920, 0.000
20.930, 0.000
20.940, 0.000
20.950, 0.000
20.960, 0.000
20.970, 0.000
20.980, 0.000
20.990, 0.000
21.000, 0.000
21.010, 0.000
21.020, 0.000
21.030, 0.000
21.040, 0.000
21.050, 0.000
21.060, 0.000
21.070, 0.000
21.080, 0.000
21.090, 0.000
21.100, 0.000
21.110, 0.000
21.120, 0.000
21.130, 0.000
21.140, 0.000
21.150, 0.000
21.160, 0.000
21.170, 0.000
21.180, 0.000
21.190, 0.000
21.200, 0.000
21.210, 0.000
21.220, 0.000
21.230, 0.000
21.240, 0.000
21.250, 0.000
21.260, 0.000
21.270, 0.000
21.280, 0.000
21.290, 0.000
21.300, 0.000
21.310, 0.000
21.320, 0.000
21.330, 0.000
21.340, 0.000
21.350, 0.000
21.360, 0.000
21.370, 0.000
21.380, 0.000
21.390, 0.000
21.400, 0.000
21.410, 0.000
21.420, 0.000
21.430, 0.000
21.440, 0.000
21.450, 0.000
21.460, 0.000
21.470, 0.000
21.480, 0.000
21.490, 0.000
21.500, 0.000
21.510, 0.000
21.520, 0.000
21.530, 0.000
21.540, 0.000
21.550, 0.000
21.560, 0.000
21.570, 0.000
21.580, 0.000
21.590, 0.000
21.600, 0.000
21.610, 0.000
21.620, 0.000
21.630, 0.000
21.640, 0.000
21.650, 0.000
21.660, 0.000
21.670, 0.000
21.680, 0.000
21.690, 0.000
21.700, 0.000
21.710, 0.000
21.720, 0.000
21.730, 0.000
21.740, 0.000
21.750, 0.000
21.760, 0.000
21.770, 0.000
21.780, 0.000
21.790, 0.000
21.800, 0.000
21.810, 0.000
21.820, 0.000
21.830, 0.000
21.840, 0.000
21.850, 0.000
21.860, 0.000
21.870, 0.000
21.880, 0.000
21.890, 0.000
21.900, 0.000
21.910, 0.000
21.920, 0.000
21.930, 0.000
21.940, 0.000
21.950, 0.000
21.960, 0.000
21.970, 0.000
21.980, 0.002
21.990, 0.007
22.000, 0.023
22.010, 0.073
22.020, 0.206
22.030, 0.511
22.040, 1.129
22.050, 2.213
22.060, 3.855
22.070, 5.975
22.080, 8.254
22.090, 10.205
22.100, 11.376
22.110, 11.577
22.120, 10.974
22.130, 9.942
22.140, 8.821
22.150, 7.739
22.160, 6.638
22.170, 5.429
22.180, 4.126
22.190, 2.860
22.200, 1.785
22.210, 0.997
22.220, 0.496
22.230, 0.220
22.240, 0.086
22.250, 0.030
22.260, 0.009
22.270, 0.003
22.280, 0.001
22.290, 0.000
22.300, 0.000
22.310, 0.000
22.320, 0.000
22.330, 0.000
22.340, 0.000
22.350, 0.000
22.360, 0.000
22.370, 0.000
22.380, 0.000
22.390, 0.000
22.400, 0.000
22.410, 0.000
22.420, 0.000
22.430, 0.000
22.440, 0.000
22.450, 0.000
22.460, 0.000
22.470, 0.000
22.480, 0.000
22.490, 0.000
22.500, 0.000
22.510, 0.000
22.520, 0.000
22.530, 0.000
22.540, 0.000
22.550, 0.000
22.560, 0.000
22.570, 0.000
22.580, 0.000
22.590, 0.000
22.600, 0.000
22.610, 0.000
22.620, 0.000
22.630, 0.000
22.640, 0.000
22.650, 0.000
22.660, 0.000
22.670, 0.000
22.680, 0.000
22.690, 0.000
22.700, 0.000
22.710, 0.000
22.720, 0.000
22.730, 0.000
22.740, 0.000
22.750, 0.000
22.760, 0.000
22.770, 0.000
22.780, 0.000
22.790, 0.000
22.800, 0.000
22.810, 0.000
22.820, 0.000
22.830, 0.000
22.840, 0.000
22.850, 0.000
22.860, 0.000
22.870, 0.000
22.880, 0.000
22.890, 0.000
22.900, 0.000
22.910, 0.000
22.920, 0.000
22.930, 0.000
22.940, 0.000
22.950, 0.000
22.960, 0.000
22.970, 0.000
22.980, 0.000
22.990, 0.000
23.000, 0.000
23.010, 0.000
23.020, 0.000
23.030, 0.000
23.040, 0.000
23.050, 0.000
23.060, 0.000
23.070, 0.000
23.080, 0.000
23.090, 0.000
23.100, 0.000
23.110, 0.000
23.120, 0.000
23.130, 0.000
23.140, 0.000
23.150, 0.000
23.160, 0.000
23.170, 0.000
23.180, 0.000
23.190, 0.000
23.200, 0.001
23.210, 0.005
23.220, 0.017
23.230, 0.051
23.240, 0.137
23.250, 0.329
23.260, 0.702
23.270, 1.334
23.280, 2.257
23.290, 3.401
23.300, 4.576
23.310, 5.519
23.320, 6.011
23.330, 5.993
23.340, 5.589
23.350, 5.020
23.360, 4.462
23.370, 3.962
23.380, 3.466
23.390, 2.900
23.400, 2.258
23.410, 1.604
23.420, 1.027
23.430, 0.588
23.440, 0.301
23.450, 0.137
23.460, 0.056
23.470, 0.020
23.480, 0.006
23.490, 0.002
23.500, 0.000
23.510, 0.000
23.520, 0.000
23.530, 0.000
23.540, 0.000
23.550, 0.000
23.560, 0.000
23.570, 0.000
23.580, 0.000
23.590, 0.000
23.600, 0.000
23.610, 0.000
23.620, 0.000
23.630, 0.000
23.640, 0.000
23.650, 0.000
23.660, 0.000
23.670, 0.000
23.680, 0.000
23.690, 0.000
23.700, 0.000
23.710, 0.000
23.720, 0.000
23.730, 0.000
23.740, 0.000
23.750, 0.000
23.760, 0.000
23.770, 0.000
23.780, 0.000
23.790, 0.000
23.800, 0.000
23.810, 0.000
23.820, 0.000
23.830, 0.000
23.840, 0.000
23.850, 0.000
23.860, 0.000
23.870, 0.000
23.880, 0.000
23.890, 0.000
23.900, 0.000
23.910, 0.000
23.920, 0.000
23.930, 0.000
23.940, 0.000
23.950, 0.000
23.960, 0.000
23.970, 0.000
23.980, 0.000
23.990, 0.000
24.000, 0.000
24.010, 0.000
24.020, 0.000
24.030, 0.000
24.040, 0.000
24.050, 0.000
24.060, 0.000
24.070, 0.000
24.080, 0.000
24.090, 0.000
24.100, 0.000
24.110, 0.000
24.120, 0.000
24.130, 0.000
24.140, 0.000
24.150, 0.000
24.160, 0.000
24.170, 0.000
24.180, 0.000
24.190, 0.000
24.200, 0.000
24.210, 0.000
24.220, 0.000
24.230, 0.000
24.240, 0.000
24.250, 0.000
24.260, 0.000
24.270, 0.000
24.280, 0.000
24.290, 0.000
24.300, 0.000
24.310, 0.000
24.320, 0.000
24.330, 0.000
24.340, 0.000
24.350, 0.000
24.360, 0.000
24.370, 0.000
24.380, 0.000
24.390, 0.000
24.400, 0.000
24.410, 0.000
24.420, 0.000
24.430, 0.000
24.440, 0.000
24.450, 0.000
24.460, 0.000
24.470, 0.000
24.480, 0.000
24.490, 0.000
24.500, 0.000
24.510, 0.000
24.520, 0.000
24.530, 0.000
24.540, 0.000
24.550, 0.000
24.560, 0.000
24.570, 0.000
24.580, 0.000
24.590, 0.000
24.600, 0.000
24.610, 0.000
24.620, 0.000
24.630, 0.000
24.640, 0.000
24.650, 0.000
24.660, 0.001
24.670, 0.003
24.680, 0.013
24.690, 0.050
24.700, 0.171
24.710, 0.523
24.720, 1.425
24.730, 3.459
24.740, 7.482
24.750, 14.427
24.760, 24.813
24.770, 38.103
24.780, 52.346
24.790, 64.577
24.800, 72.051
24.810, 73.635
24.820, 70.384
24.830, 64.765
24.840, 59.063
24.850, 54.143
24.860, 49.396
24.870, 43.722
24.880, 36.623
24.890, 28.598
24.900, 20.746
24.910, 14.064
24.920, 9.016
24.930, 5.536
24.940, 3.276
24.950, 1.861
24.960, 1.002
24.970, 0.503
24.980, 0.232
24.990, 0.097
25.000, 0.037
25.010, 0.012
25.020, 0.004
25.030, 0.001
25.040, 0.000
25.050, 0.000
25.060, 0.000
25.070, 0.000
25.080, 0.000
25.090, 0.000
25.100, 0.000
25.110, 0.000
25.120, 0.000
25.130, 0.000
25.140, 0.000
25.150, 0.000
25.160, 0.000
25.170, 0.000
25.180, 0.000
25.190, 0.000
25.200, 0.000
25.210, 0.000
25.220, 0.000
25.230, 0.000
25.240, 0.000
25.250, 0.000
25.260, 0.000
25.270, 0.000
25.280, 0.000
25.290, 0.000
25.300, 0.000
25.310, 0.000
25.320, 0.000
25.330, 0.000
25.340, 0.000
25.350, 0.000
25.360, 0.000
25.370, 0.000
25.380, 0.000
25.390, 0.000
25.400, 0.000
25.410, 0.000
25.420, 0.000
25.430, 0.000
25.440, 0.000
25.450, 0.000
25.460, 0.000
25.470, 0.000
25.480, 0.000
25.490, 0.000
25.500, 0.000
25.510, 0.000
25.520, 0.000
25.530, 0.000
25.540, 0.000
25.550, 0.000
25.560, 0.000
25.570, 0.000
25.580, 0.000
25.590, 0.000
25.600, 0.000
25.610, 0.000
25.620, 0.000
25.630, 0.000
25.640, 0.000
25.650, 0.000
25.660, 0.000
25.670, 0.000
25.680, 0.000
25.690, 0.000
25.700, 0.000
25.710, 0.000
25.720, 0.000
25.730, 0.000
25.740, 0.000
25.750, 0.000
25.760, 0.000
25.770, 0.000
25.780, 0.000
25.790, 0.000
25.800, 0.000
25.810, 0.000
25.820, 0.000
25.830, 0.000
25.840, 0.000
25.850, 0.000
25.860, 0.000
25.870, 0.000
25.880, 0.000
25.890, 0.000
25.900, 0.000
25.910, 0.000
25.920, 0.000
25.930, 0.000
25.940, 0.000
25.950, 0.000
25.960, 0.000
25.970, 0.000
25.980, 0.000
25.990, 0.000
26.000, 0.000
26.010, 0.000
26.020, 0.000
26.030, 0.000
26.040, 0.000
26.050, 0.000
26.060, 0.000
26.070, 0.000
26.080, 0.000
26.090, 0.000
26.100, 0.000
26.110, 0.000
26.120, 0.000
26.130, 0.000
26.140, 0.000
26.150, 0.000
26.160, 0.000
26.170, 0.000
26.180, 0.000
26.190, 0.000
26.200, 0.000
26.210, 0.000
26.220, 0.000
26.230, 0.000
26.240, 0.000
26.250, 0.000
26.260, 0.000
26.270, 0.000
26.280, 0.000
26.290, 0.000
26.300, 0.000
26.310, 0.000
26.320, 0.000
26.330, 0.000
26.340, 0.000
26.350, 0.000
26.360, 0.000
26.370, 0.000
26.380, 0.000
26.390, 0.000
26.400, 0.000
26.410, 0.000
26.420, 0.000
26.430, 0.000
26.440, 0.000
26.450, 0.000
26.460, 0.000
26.470, 0.000
26.480, 0.000
26.490, 0.000
26.500, 0.000
26.510, 0.000
26.520, 0.000
26.530, 0.000
26.540, 0.000
26.550, 0.000
26.560, 0.000
26.570, 0.000
26.580, 0.000
26.590, 0.000
26.600, 0.000
26.610, 0.000
26.620, 0.000
26.630, 0.000
26.640, 0.000
26.650, 0.000
26.660, 0.000
26.670, 0.000
26.680, 0.000
26.690, 0.000
26.700, 0.000
26.710, 0.000
26.720, 0.000
26.730, 0.000
26.740, 0.000
26.750, 0.000
26.760, 0.000
26.770, 0.000
26.780, 0.000
26.790, 0.000
26.800, 0.000
26.810, 0.000
26.820, 0.000
26.830, 0.000
26.840, 0.000
26.850, 0.000
26.860, 0.000
26.870, 0.000
26.880, 0.000
26.890, 0.000
26.900, 0.000
26.910, 0.000
26.920, 0.000
26.930, 0.000
26.940, 0.000
26.950, 0.000
26.960, 0.000
26.970, 0.000
26.980, 0.000
26.990, 0.000
27.000, 0.000
27.010, 0.000
27.020, 0.000
27.030, 0.000
27.040, 0.000
27.050, 0.000
27.060, 0.000
27.070, 0.000
27.080, 0.000
27.090, 0.000
27.100, 0.000
27.110, 0.000
27.120, 0.000
27.130, 0.000
27.140, 0.000
27.150, 0.000
27.160, 0.000
27.170, 0.000
27.180, 0.000
27.190, 0.000
27.200, 0.000
27.210, 0.000
27.220, 0.000
27.230, 0.000
27.240, 0.000
27.250, 0.000
27.260, 0.000
27.270, 0.000
27.280, 0.000
27.290, 0.000
27.300, 0.000
27.310, 0.000
27.320, 0.000
27.330, 0.000
27.340, 0.000
27.350, 0.000
27.360, 0.000
27.370, 0.000
27.380, 0.000
27.390, 0.000
27.400, 0.000
27.410, 0.000
27.420, 0.000
27.430, 0.000
27.440, 0.000
27.450, 0.000
27.460, 0.000
27.470, 0.000
27.480, 0.000
27.490, 0.000
27.500, 0.000
27.510, 0.000
27.520, 0.000
27.530, 0.000
27.540, 0.000
27.550, 0.000
27.560, 0.000
27.570, 0.000
27.580, 0.000
27.590, 0.000
27.600, 0.000
27.610, 0.000
27.620, 0.000
27.630, 0.000
27.640, 0.000
27.650, 0.000
27.660, 0.000
27.670, 0.000
27.680, 0.000
27.690, 0.000
27.700, 0.000
27.710, 0.000
27.720, 0.000
27.730, 0.000
27.740, 0.000
27.750, 0.000
27.760, 0.000
27.770, 0.000
27.780, 0.000
27.790, 0.000
27.800, 0.000
27.810, 0.000
27.820, 0.000
27.830, 0.000
27.840, 0.000
27.850, 0.000
27.860, 0.000
27.870, 0.000
27.880, 0.000
27.890, 0.000
27.900, 0.000
27.910, 0.000
27.920, 0.000
27.930, 0.000
27.940, 0.000
27.950, 0.000
27.960, 0.000
27.970, 0.000
27.980, 0.000
27.990, 0.000
28.000, 0.000
28.010, 0.000
28.020, 0.000
28.030, 0.000
28.040, 0.000
28.050, 0.000
28.060, 0.000
28.070, 0.000
28.080, 0.000
28.090, 0.000
28.100, 0.000
28.110, 0.000
28.120, 0.000
28.130, 0.000
28.140, 0.000
28.150, 0.000
28.160, 0.000
28.170, 0.000
28.180, 0.000
28.190, 0.000
28.200, 0.000
28.210, 0.000
28.220, 0.000
28.230, 0.000
28.240, 0.000
28.250, 0.000
28.260, 0.000
28.270, 0.000
28.280, 0.000
28.290, 0.000
28.300, 0.000
28.310, 0.000
28.320, 0.000
28.330, 0.000
28.340, 0.000
28.350, 0.000
28.360, 0.000
28.370, 0.000
28.380, 0.000
28.390, 0.000
28.400, 0.000
28.410, 0.000
28.420, 0.000
28.430, 0.000
28.440, 0.000
28.450, 0.000
28.460, 0.000
28.470, 0.000
28.480, 0.000
28.490, 0.000
28.500, 0.000
28.510, 0.000
28.520, 0.000
28.530, 0.000
28.540, 0.000
28.550, 0.000
28.560, 0.000
28.570, 0.000
28.580, 0.000
28.590, 0.000
28.600, 0.000
28.610, 0.000
28.620, 0.000
28.630, 0.000
28.640, 0.000
28.650, 0.000
28.660, 0.000
28.670, 0.000
28.680, 0.000
28.690, 0.000
28.700, 0.001
28.710, 0.004
28.720, 0.012
28.730, 0.036
28.740, 0.092
28.750, 0.215
28.760, 0.448
28.770, 0.836
28.780, 1.399
28.790, 2.098
28.800, 2.823
28.810, 3.413
28.820, 3.721
28.830, 3.689
28.840, 3.381
28.850, 2.950
28.860, 2.565
28.870, 2.323
28.880, 2.224
28.890, 2.209
28.900, 2.235
28.910, 2.334
28.920, 2.612
28.930, 3.191
28.940, 4.102
28.950, 5.219
28.960, 6.269
28.970, 6.937
28.980, 7.025
28.990, 6.558
29.000, 5.773
29.010, 4.985
29.020, 4.421
29.030, 4.119
29.040, 3.948
29.050, 3.718
29.060, 3.301
29.070, 2.694
29.080, 1.993
29.090, 1.328
29.100, 0.795
29.110, 0.427
29.120, 0.205
29.130, 0.089
29.140, 0.034
29.150, 0.012
29.160, 0.004
29.170, 0.001
29.180, 0.000
29.190, 0.000
29.200, 0.000
29.210, 0.000
29.220, 0.000
29.230, 0.000
29.240, 0.000
29.250, 0.000
29.260, 0.000
29.270, 0.000
29.280, 0.000
29.290, 0.000
29.300, 0.000
29.310, 0.000
29.320, 0.000
29.330, 0.000
29.340, 0.000
29.350, 0.000
29.360, 0.000
29.370, 0.000
29.380, 0.000
29.390, 0.000
29.400, 0.000
29.410, 0.000
29.420, 0.000
29.430, 0.000
29.440, 0.000
29.450, 0.000
29.460, 0.000
29.470, 0.000
29.480, 0.000
29.490, 0.000
29.500, 0.000
29.510, 0.000
29.520, 0.000
29.530, 0.000
29.540, 0.000
29.550, 0.000
29.560, 0.000
29.570, 0.000
29.580, 0.000
29.590, 0.000
29.600, 0.000
29.610, 0.000
29.620, 0.000
29.630, 0.000
29.640, 0.000
29.650, 0.000
29.660, 0.000
29.670, 0.000
29.680, 0.000
29.690, 0.000
29.700, 0.000
29.710, 0.000
29.720, 0.000
29.730, 0.000
29.740, 0.000
29.750, 0.000
29.760, 0.000
29.770, 0.000
29.780, 0.000
29.790, 0.000
29.800, 0.000
29.810, 0.000
29.820, 0.000
29.830, 0.000
29.840, 0.000
29.850, 0.000
29.860, 0.000
29.870, 0.000
29.880, 0.000
29.890, 0.000
29.900, 0.000
29.910, 0.000
29.920, 0.000
29.930, 0.000
29.940, 0.000
29.950, 0.000
29.960, 0.000
29.970, 0.000
29.980, 0.000
29.990, 0.000
30.000, 0.000
30.010, 0.000
30.020, 0.000
30.030, 0.000
30.040, 0.000
30.050, 0.000
30.060, 0.000
30.070, 0.000
30.080, 0.000
30.090, 0.000
30.100, 0.000
30.110, 0.000
30.120, 0.000
30.130, 0.000
30.140, 0.000
30.150, 0.000
30.160, 0.000
30.170, 0.000
30.180, 0.000
30.190, 0.000
30.200, 0.000
30.210, 0.000
30.220, 0.000
30.230, 0.000
30.240, 0.000
30.250, 0.000
30.260, 0.000
30.270, 0.000
30.280, 0.000
30.290, 0.000
30.300, 0.000
30.310, 0.000
30.320, 0.000
30.330, 0.000
30.340, 0.000
30.350, 0.000
30.360, 0.000
30.370, 0.000
30.380, 0.000
30.390, 0.000
30.400, 0.000
30.410, 0.000
30.420, 0.000
30.430, 0.000
30.440, 0.000
30.450, 0.000
30.460, 0.000
30.470, 0.000
30.480, 0.000
30.490, 0.000
30.500, 0.000
30.510, 0.000
30.520, 0.000
30.530, 0.000
30.540, 0.000
30.550, 0.000
30.560, 0.000
30.570, 0.000
30.580, 0.000
30.590, 0.000
30.600, 0.000
30.610, 0.000
30.620, 0.000
30.630, 0.000
30.640, 0.000
30.650, 0.000
30.660, 0.000
30.670, 0.000
30.680, 0.000
30.690, 0.000
30.700, 0.000
30.710, 0.000
30.720, 0.000
30.730, 0.000
30.740, 0.000
30.750, 0.000
30.760, 0.000
30.770, 0.000
30.780, 0.000
30.790, 0.000
30.800, 0.000
30.810, 0.000
30.820, 0.000
30.830, 0.000
30.840, 0.000
30.850, 0.000
30.860, 0.000
30.870, 0.000
30.880, 0.000
30.890, 0.000
30.900, 0.000
30.910, 0.000
30.920, 0.000
30.930, 0.000
30.940, 0.000
30.950, 0.000
30.960, 0.000
30.970, 0.000
30.980, 0.000
30.990, 0.000
31.000, 0.000
31.010, 0.000
31.020, 0.000
31.030, 0.000
31.040, 0.000
31.050, 0.000
31.060, 0.000
31.070, 0.000
31.080, 0.000
31.090, 0.000
31.100, 0.000
31.110, 0.000
31.120, 0.000
31.130, 0.001
31.140, 0.005
31.150, 0.022
31.160, 0.079
31.170, 0.258
31.180, 0.755
31.190, 1.986
31.200, 4.696
31.210, 9.975
31.220, 19.044
31.230, 32.674
31.240, 50.390
31.250, 69.875
31.260, 87.198
31.270, 98.119
31.280, 100.000
31.290, 93.241
31.300, 81.233
31.310, 68.747
31.320, 59.654
31.330, 55.291
31.340, 54.274
31.350, 53.700
31.360, 50.893
31.370, 44.704
31.380, 35.784
31.390, 25.897
31.400, 16.886
31.410, 9.906
31.420, 5.224
31.430, 2.476
31.440, 1.055
31.450, 0.404
31.460, 0.139
31.470, 0.043
31.480, 0.012
31.490, 0.003
31.500, 0.001
31.510, 0.000
31.520, 0.000
31.530, 0.000
31.540, 0.000
31.550, 0.000
31.560, 0.000
31.570, 0.000
31.580, 0.000
31.590, 0.000
31.600, 0.000
31.610, 0.000
31.620, 0.000
31.630, 0.000
31.640, 0.000
31.650, 0.000
31.660, 0.000
31.670, 0.000
31.680, 0.000
31.690, 0.000
31.700, 0.000
31.710, 0.000
31.720, 0.000
31.730, 0.000
31.740, 0.000
31.750, 0.000
31.760, 0.000
31.770, 0.000
31.780, 0.000
31.790, 0.000
31.800, 0.000
31.810, 0.000
31.820, 0.000
31.830, 0.000
31.840, 0.000
31.850, 0.000
31.860, 0.000
31.870, 0.000
31.880, 0.000
31.890, 0.000
31.900, 0.000
31.910, 0.000
31.920, 0.000
31.930, 0.000
31.940, 0.000
31.950, 0.000
31.960, 0.000
31.970, 0.000
31.980, 0.000
31.990, 0.000
32.000, 0.000
32.010, 0.000
32.020, 0.000
32.030, 0.000
32.040, 0.000
32.050, 0.000
32.060, 0.000
32.070, 0.000
32.080, 0.000
32.090, 0.000
32.100, 0.000
32.110, 0.000
32.120, 0.000
32.130, 0.000
32.140, 0.000
32.150, 0.000
32.160, 0.000
32.170, 0.000
32.180, 0.000
32.190, 0.000
32.200, 0.000
32.210, 0.000
32.220, 0.000
32.230, 0.000
32.240, 0.000
32.250, 0.000
32.260, 0.000
32.270, 0.000
32.280, 0.000
32.290, 0.000
32.300, 0.000
32.310, 0.000
32.320, 0.000
32.330, 0.000
32.340, 0.000
32.350, 0.000
32.360, 0.000
32.370, 0.000
32.380, 0.000
32.390, 0.000
32.400, 0.000
32.410, 0.000
32.420, 0.000
32.430, 0.000
32.440, 0.000
32.450, 0.000
32.460, 0.000
32.470, 0.000
32.480, 0.000
32.490, 0.000
32.500, 0.000
32.510, 0.000
32.520, 0.000
32.530, 0.000
32.540, 0.000
32.550, 0.000
32.560, 0.000
32.570, 0.000
32.580, 0.000
32.590, 0.000
32.600, 0.000
32.610, 0.000
32.620, 0.000
32.630, 0.000
32.640, 0.000
32.650, 0.000
32.660, 0.000
32.670, 0.000
32.680, 0.000
32.690, 0.000
32.700, 0.000
32.710, 0.000
32.720, 0.000
32.730, 0.000
32.740, 0.000
32.750, 0.000
32.760, 0.000
32.770, 0.000
32.780, 0.000
32.790, 0.000
32.800, 0.000
32.810, 0.000
32.820, 0.000
32.830, 0.000
32.840, 0.000
32.850, 0.000
32.860, 0.000
32.870, 0.000
32.880, 0.000
32.890, 0.000
32.900, 0.000
32.910, 0.000
32.920, 0.000
32.930, 0.000
32.940, 0.000
32.950, 0.000
32.960, 0.000
32.970, 0.000
32.980, 0.000
32.990, 0.000
33.000, 0.000
33.010, 0.000
33.020, 0.000
33.030, 0.000
33.040, 0.000
33.050, 0.000
33.060, 0.000
33.070, 0.000
33.080, 0.000
33.090, 0.000
33.100, 0.000
33.110, 0.000
33.120, 0.000
33.130, 0.000
33.140, 0.000
33.150, 0.000
33.160, 0.000
33.170, 0.000
33.180, 0.000
33.190, 0.000
33.200, 0.000
33.210, 0.000
33.220, 0.000
33.230, 0.000
33.240, 0.000
33.250, 0.000
33.260, 0.000
33.270, 0.000
33.280, 0.000
33.290, 0.000
33.300, 0.000
33.310, 0.000
33.320, 0.000
33.330, 0.000
33.340, 0.000
33.350, 0.000
33.360, 0.000
33.370, 0.000
33.380, 0.000
33.390, 0.000
33.400, 0.000
33.410, 0.000
33.420, 0.000
33.430, 0.000
33.440, 0.000
33.450, 0.000
33.460, 0.000
33.470, 0.000
33.480, 0.000
33.490, 0.002
33.500, 0.006
33.510, 0.023
33.520, 0.074
33.530, 0.217
33.540, 0.577
33.550, 1.382
33.560, 2.981
33.570, 5.798
33.580, 10.163
33.590, 16.056
33.600, 22.868
33.610, 29.373
33.620, 34.058
33.630, 35.734
33.640, 34.120
33.650, 30.042
33.660, 25.091
33.670, 20.923
33.680, 18.574
33.690, 18.139
33.700, 18.921
33.710, 19.910
33.720, 20.311
33.730, 19.841
33.740, 18.688
33.750, 17.214
33.760, 15.658
33.770, 14.031
33.780, 12.238
33.790, 10.275
33.800, 8.327
33.810, 6.700
33.820, 5.647
33.830, 5.223
33.840, 5.251
33.850, 5.406
33.860, 5.369
33.870, 4.959
33.880, 4.185
33.890, 3.201
33.900, 2.212
33.910, 1.379
33.920, 0.775
33.930, 0.393
33.940, 0.180
33.950, 0.074
33.960, 0.027
33.970, 0.009
33.980, 0.003
33.990, 0.001
34.000, 0.000
34.010, 0.000
34.020, 0.000
34.030, 0.000
34.040, 0.000
34.050, 0.000
34.060, 0.000
34.070, 0.000
34.080, 0.000
34.090, 0.000
34.100, 0.000
34.110, 0.000
34.120, 0.000
34.130, 0.000
34.140, 0.000
34.150, 0.000
34.160, 0.000
34.170, 0.000
34.180, 0.000
34.190, 0.000
34.200, 0.000
34.210, 0.000
34.220, 0.000
34.230, 0.000
34.240, 0.000
34.250, 0.000
34.260, 0.000
34.270, 0.000
34.280, 0.000
34.290, 0.000
34.300, 0.000
34.310, 0.000
34.320, 0.000
34.330, 0.000
34.340, 0.000
34.350, 0.000
34.360, 0.000
34.370, 0.000
34.380, 0.000
34.390, 0.000
34.400, 0.000
34.410, 0.000
34.420, 0.000
34.430, 0.001
34.440, 0.006
34.450, 0.021
34.460, 0.073
34.470, 0.226
34.480, 0.633
34.490, 1.597
34.500, 3.635
34.510, 7.466
34.520, 13.835
34.530, 23.134
34.540, 34.906
34.550, 47.534
34.560, 58.451
34.570, 64.978
34.580, 65.493
34.590, 60.278
34.600, 51.496
34.610, 42.274
34.620, 35.365
34.630, 32.087
34.640, 31.999
34.650, 33.365
34.660, 34.090
34.670, 32.670
34.680, 28.723
34.690, 22.942
34.700, 16.580
34.710, 10.823
34.720, 6.377
34.730, 3.391
34.740, 1.627
34.750, 0.704
34.760, 0.275
34.770, 0.097
34.780, 0.031
34.790, 0.009
34.800, 0.002
34.810, 0.001
34.820, 0.000
34.830, 0.000
34.840, 0.000
34.850, 0.000
34.860, 0.000
34.870, 0.000
34.880, 0.000
34.890, 0.000
34.900, 0.000
34.910, 0.000
34.920, 0.000
34.930, 0.000
34.940, 0.000
34.950, 0.000
34.960, 0.000
34.970, 0.000
34.980, 0.000
34.990, 0.000
35.000, 0.000
35.010, 0.000
35.020, 0.000
35.030, 0.000
35.040, 0.000
35.050, 0.000
35.060, 0.000
35.070, 0.000
35.080, 0.000
35.090, 0.000
35.100, 0.000
35.110, 0.000
35.120, 0.000
35.130, 0.000
35.140, 0.000
35.150, 0.000
35.160, 0.000
35.170, 0.000
35.180, 0.000
35.190, 0.000
35.200, 0.000
35.210, 0.000
35.220, 0.000
35.230, 0.000
35.240, 0.000
35.250, 0.000
35.260, 0.000
35.270, 0.000
35.280, 0.000
35.290, 0.000
35.300, 0.000
35.310, 0.000
35.320, 0.000
35.330, 0.000
35.340, 0.000
35.350, 0.000
35.360, 0.000
35.370, 0.001
35.380, 0.003
35.390, 0.012
35.400, 0.045
35.410, 0.150
35.420, 0.451
35.430, 1.223
35.440, 2.995
35.450, 6.624
